"Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"96","48","95","20","64"
"28","93","50","96","52"
"68","99","55","56","52"
"80","9","5","88","48"
"44","30","40","40","0"
"40","48","65","24","92"
"88","45","15","4","40"
"80","33","55","72","32"
"56","45","50","80","76"
"52","78","35","72","56"
"40","6","5","36","24"
"68","24","20","64","100"
"12","84","20","64","96"
"12","84","40","64","84"
"100","27","15","4","28"
"80","3","10","32","16"
"24","66","10","8","12"
"56","9","60","48","48"
"40","12","75","92","84"
"32","51","15","60","80"
"48","81","15","0","36"
"64","33","90","12","80"
"36","63","65","4","72"
"92","51","55","80","56"
"88","30","90","20","44"
"68","27","80","64","28"
"96","66","55","60","48"
"52","99","30","44","44"
"8","78","55","92","44"
"32","81","100","12","76"
"56","24","60","56","8"
"48","84","25","92","76"
"100","12","30","12","48"
"80","63","30","76","40"
"72","81","35","0","100"
"80","69","40","56","92"
"100","36","70","60","60"
"28","87","90","56","32"
"52","45","65","44","80"
"20","42","35","16","100"
"80","81","35","48","64"
"76","51","30","12","48"
"60","45","45","32","72"
"56","84","95","80","68"
"64","87","25","52","16"
"80","81","65","60","48"
"16","45","45","24","92"
"92","0","45","20","44"
"52","81","75","88","88"
"64","54","10","84","24"
"96","21","90","0","4"
"84","75","65","92","24"
"52","9","95","32","100"
"96","66","50","60","28"
"68","87","0","32","40"
"40","81","90","96","72"
"16","72","100","84","28"
"4","33","0","32","20"
"24","57","25","52","8"
"64","60","80","4","76"
"24","60","85","80","8"
"24","57","75","24","56"
"72","48","65","80","60"
"40","69","25","68","48"
"44","75","5","32","24"
"60","102","0","16","32"
"52","30","10","60","48"
"100","51","65","88","8"
"72","24","30","36","80"
"72","27","20","28","32"
"100","9","55","52","28"
"48","75","95","92","84"
"64","24","85","4","84"
"40","78","0","100","12"
"36","54","15","36","88"
"16","90","25","80","4"
"60","72","5","68","60"
"72","60","100","32","64"
"20","75","5","80","64"
"80","81","100","92","32"
"84","3","20","24","16"
"0","30","80","56","56"
"52","18","100","8","20"
"24","33","100","12","72"
"96","12","85","84","40"
"84","24","70","0","16"
"84","87","75","96","28"
"84","69","30","32","36"
"36","0","50","32","56"
"56","75","15","48","36"
"84","75","25","72","96"
"76","27","85","84","68"
"68","30","25","68","60"
"56","72","35","64","40"
"32","60","60","40","72"
"40","9","90","72","52"
"72","51","50","56","52"
"0","30","15","72","100"
"68","21","65","64","40"
"84","93","5","72","8"
"48","78","15","48","72"
"60","99","50","4","12"
"36","81","95","36","64"
"32","12","100","52","84"
"76","81","45","20","36"
"56","27","85","96","60"
"92","21","10","16","96"
"48","27","85","64","96"
"80","90","90","44","84"
"8","15","65","44","60"
"64","81","10","24","16"
"60","96","15","72","44"
"80","30","35","28","72"
"100","57","80","48","92"
"28","96","15","52","4"
"92","15","95","0","100"
"12","75","50","88","60"
"56","36","80","96","4"
"96","6","75","84","88"
"80","48","30","24","8"
"24","21","70","68","16"
"64","78","0","8","56"
"4","45","90","88","0"
"44","81","35","96","8"
"96","66","30","76","68"
"84","78","60","100","12"
"76","51","80","72","68"
"92","39","75","64","20"
"80","18","75","96","8"
"4","84","0","4","60"
"32","30","85","80","36"
"44","102","60","36","60"
"92","60","15","64","12"
"12","0","70","0","0"
"8","12","60","88","60"
"64","30","20","40","60"
"92","33","90","80","4"
"52","30","95","96","96"
"100","45","100","8","32"
"40","36","45","64","60"
"20","6","35","80","52"
"24","84","75","60","80"
"56","57","10","84","96"
"36","21","60","96","20"
"72","75","60","20","64"
"16","18","35","72","60"
"36","36","95","48","100"
"8","0","40","96","52"
"4","48","55","20","84"
"88","0","60","32","72"
"72","27","55","48","8"
"28","78","90","72","16"
"72","66","25","8","64"
"60","0","55","76","84"
"0","36","5","8","0"
"24","24","10","24","88"
"8","78","50","64","92"
"60","84","45","36","88"
"28","33","75","20","36"
"80","33","85","88","88"
"96","6","80","36","8"
"8","54","55","16","72"
"16","96","70","48","60"
"8","0","25","68","32"
"88","57","25","24","96"
"44","57","5","40","100"
"20","15","25","20","80"
"16","0","85","16","92"
"56","15","40","48","8"
"100","72","90","16","80"
"56","102","40","40","8"
"60","54","25","84","88"
"8","93","45","28","72"
"36","3","75","96","96"
"48","27","85","60","40"
"80","99","100","20","48"
"24","24","100","44","84"
"60","96","35","56","4"
"72","27","65","40","12"
"28","24","20","88","36"
"96","72","25","12","100"
"20","6","45","16","0"
"4","36","35","100","16"
"56","15","100","16","0"
"100","15","100","64","44"
"96","30","90","72","48"
"48","99","70","16","48"
"100","18","30","8","72"
"60","12","85","72","8"
"92","81","45","16","4"
"48","15","55","36","20"
"40","60","90","40","16"
"0","66","45","100","56"
"92","102","70","80","56"
"96","99","0","8","68"
"24","57","35","68","96"
"24","0","35","100","60"
"80","78","35","48","92"
"4","78","95","24","96"
"76","63","85","100","88"
"80","18","75","28","32"
"92","96","100","24","20"
"60","21","45","64","100"
"0","24","50","96","4"
"92","15","60","4","56"
"8","78","70","72","36"
"92","21","60","12","88"
"84","0","95","40","12"
"4","42","5","32","92"
"44","39","90","24","52"
"92","57","95","4","32"
"4","9","25","68","52"
"32","93","70","76","52"
"80","24","90","76","52"
"36","69","70","24","28"
"60","27","80","96","52"
"60","12","30","40","80"
"56","18","30","48","28"
"60","75","80","68","8"
"48","78","0","96","8"
"48","60","5","12","4"
"40","57","10","36","100"
"44","39","30","48","52"
"8","69","45","16","80"
"96","93","35","0","24"
"28","81","50","88","20"
"48","69","15","20","52"
"8","93","65","8","36"
"0","87","0","36","44"
"4","21","80","12","32"
"60","93","50","20","64"
"28","99","65","84","40"
"16","75","45","72","40"
"80","96","50","32","68"
"60","33","80","60","4"
"64","21","60","48","56"
"28","99","90","100","76"
"68","63","40","96","100"
"56","84","80","36","96"
"28","15","65","56","44"
"96","102","95","80","96"
"92","30","55","28","60"
"52","84","90","20","4"
"60","24","10","64","88"
"96","93","5","92","28"
"24","99","20","60","76"
"36","99","15","28","48"
"36","93","100","92","28"
"52","84","20","32","88"
"20","21","15","52","40"
"28","66","40","100","80"
"28","39","65","48","8"
"60","21","10","80","80"
"84","57","80","84","76"
"96","3","40","36","100"
"44","36","85","76","100"
"80","39","80","100","72"
"44","27","75","16","84"
"32","57","50","20","24"
"60","66","45","36","96"
"60","60","100","96","24"
"36","45","15","96","52"
"4","30","90","48","84"
"52","48","80","44","64"
"4","90","25","72","96"
"32","72","80","84","36"
"96","81","80","32","56"
"52","54","95","84","4"
"60","15","85","8","52"
"4","21","0","92","60"
"52","81","20","0","40"
"16","81","65","28","60"
"12","27","65","24","32"
"20","36","30","12","76"
"92","54","15","4","4"
"48","30","5","100","20"
"76","63","50","36","84"
"100","0","50","20","76"
"20","81","85","72","4"
"32","45","30","68","56"
"96","96","30","100","68"
"24","51","0","28","44"
"56","93","10","88","16"
"72","3","45","32","8"
"28","54","10","0","44"
"8","81","85","4","72"
"52","39","55","92","40"
"84","36","100","36","60"
"56","9","45","8","16"
"16","57","25","64","16"
"16","99","90","8","96"
"48","78","90","48","32"
"60","21","70","60","64"
"56","27","65","12","88"
"36","69","30","56","0"
"76","18","55","40","92"
"100","60","100","32","96"
"80","3","90","36","88"
"100","27","20","60","28"
"60","99","5","20","16"
"68","96","30","84","96"
"4","15","0","60","24"
"80","30","20","36","12"
"0","81","70","80","0"
"44","18","45","72","32"
"76","21","90","44","60"
"72","45","0","16","28"
"32","69","15","56","36"
"0","39","20","84","28"
"84","12","80","40","80"
"20","6","60","24","68"
"48","78","5","20","28"
"24","66","10","88","72"
"32","27","20","0","16"
"0","84","100","0","92"
"36","15","35","0","40"
"40","24","10","52","88"
"8","57","90","0","0"
"52","57","25","76","52"
"4","90","55","20","68"
"0","45","100","16","48"
"52","93","5","28","76"
"0","30","10","100","28"
"68","0","50","84","20"
"52","48","95","40","0"
"52","90","85","60","64"
"8","27","75","92","52"
"36","93","5","12","32"
"100","69","50","96","88"
"84","102","35","68","36"
"4","33","30","92","4"
"92","84","15","40","0"
"56","63","80","52","64"
"32","54","75","76","56"
"72","21","35","64","8"
"68","36","65","32","76"
"48","84","40","40","60"
"12","45","15","20","28"
"80","6","100","84","76"
"96","72","75","16","24"
"40","69","5","20","52"
"56","15","90","76","84"
"68","72","95","80","64"
"24","9","100","68","96"
"20","96","100","0","84"
"44","9","95","96","24"
"72","12","0","24","4"
"84","99","45","40","56"
"12","54","25","96","48"
"68","72","55","16","12"
"8","18","90","60","48"
"96","36","80","48","56"
"80","93","5","56","92"
"40","36","10","92","56"
"88","27","60","80","96"
"28","66","30","56","32"
"60","99","50","4","4"
"88","81","25","12","12"
"56","90","95","96","60"
"52","57","60","72","52"
"12","18","100","88","100"
"84","84","55","52","20"
"64","72","40","60","32"
"76","45","20","16","76"
"20","3","100","52","48"
"88","81","40","32","100"
"12","90","85","60","84"
"72","42","85","48","72"
"56","93","20","68","52"
"52","9","0","92","88"
"76","96","35","96","4"
"72","60","65","80","76"
"0","0","70","28","28"
"96","66","55","44","56"
"40","36","100","52","16"
"12","69","0","100","8"
"12","18","10","44","68"
"32","30","100","36","64"
"16","33","40","52","76"
"20","51","55","60","8"
"4","51","70","16","4"
"60","72","75","16","20"
"96","72","55","24","16"
"0","84","70","28","44"
"16","99","5","92","32"
"24","6","75","56","28"
"24","102","65","24","88"
"80","78","5","80","96"
"96","57","10","84","96"
"36","48","10","60","8"
"0","63","10","100","16"
"16","6","5","72","24"
"64","45","5","60","24"
"44","48","15","32","52"
"20","27","35","8","44"
"56","60","55","64","84"
"88","21","65","16","36"
"96","60","25","36","40"
"28","72","90","24","76"
"100","33","70","76","88"
"4","93","10","16","16"
"8","75","55","92","8"
"52","18","40","84","28"
"68","15","60","48","8"
"72","48","5","44","96"
"80","15","20","24","4"
"8","51","15","52","24"
"32","72","45","60","36"
"0","63","0","8","28"
"56","81","55","72","68"
"8","15","80","32","12""Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"60","27","80","12","4"
"36","15","30","52","100"
"0","18","70","88","92"
"12","33","60","36","4"
"68","51","25","16","60"
"32","18","55","68","36"
"48","99","80","96","4"
"32","84","45","28","92"
"8","42","5","28","20"
"12","0","5","40","52"
"84","93","80","100","88"
"0","36","80","68","24"
"48","87","0","96","72"
"8","93","15","36","100"
"80","75","30","36","80"
"24","12","70","44","4"
"100","63","20","28","52"
"40","36","30","52","64"
"68","48","55","56","0"
"84","87","95","20","84"
"72","78","65","80","0"
"92","39","40","20","84"
"92","21","50","32","8"
"60","84","25","72","48"
"80","33","35","0","4"
"0","93","45","96","84"
"12","60","90","48","0"
"96","90","35","48","72"
"96","0","0","76","16"
"40","54","15","44","56"
"36","99","55","68","64"
"92","66","85","84","28"
"96","9","95","24","20"
"52","81","0","64","56"
"8","63","10","96","8"
"4","99","85","0","32"
"92","39","5","40","32"
"12","15","25","96","8"
"4","66","40","60","72"
"80","57","85","60","16"
"60","51","5","24","96"
"40","102","0","80","16"
"24","72","15","44","72"
"92","72","15","12","52"
"28","12","80","40","32"
"52","66","85","92","20"
"16","12","70","24","16"
"28","57","15","68","28"
"24","69","0","92","44"
"36","3","40","72","84"
"52","96","55","100","8"
"0","42","60","24","32"
"36","21","100","40","44"
"56","12","20","28","4"
"20","48","0","48","56"
"8","75","25","76","56"
"92","78","45","76","44"
"12","30","100","0","80"
"4","18","20","44","56"
"92","0","100","28","28"
"76","33","70","68","48"
"0","36","45","36","68"
"48","42","50","48","8"
"100","96","80","68","28"
"96","45","75","48","56"
"28","54","80","56","4"
"56","48","25","52","68"
"92","6","80","12","80"
"48","93","70","96","76"
"92","18","45","68","36"
"84","99","20","88","100"
"32","66","80","64","84"
"60","57","55","92","24"
"80","54","35","60","40"
"92","9","10","20","64"
"44","0","35","4","60"
"88","21","35","20","0"
"40","48","15","40","80"
"68","78","5","88","100"
"64","3","50","4","64"
"100","6","90","52","96"
"24","27","40","0","44"
"88","3","5","16","96"
"36","87","90","96","68"
"28","99","85","64","72"
"64","93","25","96","0"
"52","33","20","16","40"
"92","66","5","64","56"
"96","66","30","56","12"
"84","42","65","80","92"
"20","18","40","36","32"
"60","51","5","20","40"
"24","54","0","52","72"
"72","27","45","56","4"
"60","42","85","48","24"
"16","99","70","68","20"
"100","0","5","28","60"
"76","99","30","4","28"
"12","84","35","72","56"
"72","87","65","0","4"
"84","30","95","20","0"
"36","48","80","88","8"
"32","87","5","60","16"
"4","81","65","8","52"
"64","78","65","52","44"
"96","51","0","68","4"
"88","93","35","20","68"
"76","69","15","40","80"
"44","9","75","8","12"
"64","60","0","88","20"
"80","60","85","100","60"
"92","99","95","20","100"
"32","39","30","12","56"
"8","60","15","56","64"
"64","9","25","48","48"
"52","33","20","48","44"
"88","102","40","100","56"
"88","90","90","20","72"
"24","3","90","20","32"
"96","18","55","80","52"
"92","9","80","48","68"
"16","93","40","84","52"
"100","90","15","20","88"
"24","84","80","88","64"
"52","75","10","8","84"
"16","57","90","80","12"
"44","69","90","28","92"
"80","81","75","8","8"
"44","69","80","88","44"
"28","36","80","8","20"
"20","24","35","96","44"
"8","45","45","100","92"
"16","45","0","84","20"
"0","18","50","52","20"
"80","60","65","28","56"
"24","0","60","4","0"
"28","12","45","16","32"
"28","0","30","100","96"
"68","24","25","80","72"
"92","0","0","32","100"
"36","45","80","44","40"
"100","84","0","16","8"
"68","81","20","24","84"
"60","21","35","24","88"
"56","102","25","12","0"
"96","18","25","8","20"
"40","90","65","84","64"
"24","48","55","0","64"
"68","30","85","16","52"
"56","87","100","92","36"
"36","78","60","92","32"
"76","75","60","76","60"
"20","33","35","72","84"
"20","21","5","92","32"
"40","30","65","80","44"
"80","15","95","8","48"
"44","90","90","60","60"
"64","72","15","72","40"
"20","87","90","68","28"
"64","48","75","92","100"
"8","99","10","4","76"
"84","81","30","72","12"
"8","66","95","8","32"
"64","48","75","88","28"
"32","48","30","12","64"
"16","21","5","92","16"
"88","42","95","60","12"
"8","21","15","80","72"
"48","24","50","28","64"
"52","72","95","32","84"
"56","33","50","36","76"
"32","84","85","96","12"
"76","9","40","48","48"
"28","84","80","60","12"
"68","81","95","72","12"
"40","12","80","72","24"
"40","72","60","28","16"
"88","99","5","20","28"
"36","48","70","84","8"
"56","39","10","48","92"
"92","9","30","32","24"
"12","75","100","76","96"
"24","90","90","32","88"
"40","3","10","68","72"
"60","54","95","68","28"
